ID,Producer,Producer.1,Battery,Battery.1,SDate,VP,VP_Adjusted,Sulf Input,Sulf,S.Temp,A.Temp,Dens Input,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_Sour,Heavy_SW,Crude_Breakdown,Crude_Num,VP_95_Spec,Post_Aquisition
1418,SILVE,SILVE,05-01-001-32W1,,5/6/2017,51,51,,1.9,,,876.9,876.9,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1419,TORCO,TORCO,09-30-002-30W1,,5/6/2017,50.4,50.4,,1.73,,,864.8,864.8,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1420,TOGP ,TOGP ,07-28-002-30W1,,5/6/2017,54.8,54.8,,2.42,,,885.4,885.4,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1421,CANAT,CANAT,14-26-002-30W1,,5/6/2017,66.3,66.3,,1.84,,,851.7,851.7,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1422,TORCO,TORCO,12-01-003-30W1,,5/6/2017,75.4,75.4,,1.82,,,864.7,864.7,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1423,SPECT,SPECT,16-12-004-31W1,,5/6/2017,67.6,67.6,,1.65,,,854,854,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1424,CRESC,CRESC,04-10-004-31W1,,5/6/2017,66.1,66.1,,1.82,,,862.9,862.9,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1425,CANAT,CANAT,06-03-004-31W1,,5/6/2017,66.5,66.5,,1.92,,,868.5,868.5,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1426,SILVE,SILVE,10-33-003-31W1,,5/6/2017,39,39,,2.32,,,888.5,888.5,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1427,TORCO,TORCO,16-21-003-32W1,,5/6/2017,64.9,64.9,,1.48,,,844.9,844.9,18.11666667,12.52857143,18.8,19.8,16.8,20.7,15.8,16.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1428,SPAEN,SPAEN,09-08-004-03W2,,5/8/2017,88.6,88.6,,1.06,,,826.9,826.9,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1429,SECUR ,SECUR ,08-28-005-33W1,SALES,5/8/2017,86.8,86.8,,1.09,,,826.5,826.5,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1430,SECUR ,SECUR ,08-28-005-33W1,REV,5/8/2017,74.2,74.2,,1.09,,,841.3,841.3,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1431,SPAEN,SPAEN,13-03-006-34W1,,5/8/2017,71.7,71.7,,1.19,,,842.5,842.5,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1432,CRESC,CRESC,13-13-007-02W2,,5/8/2017,65.2,65.2,,1.28,,,846.3,846.3,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1433,CRESC,CRESC,02-13-006-06W2,,5/8/2017,77.2,77.2,,1.43,,,845.6,845.6,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1434,RDGBK,RDGBK,03-33-008-06W2,,5/8/2017,80.2,80.2,,0.35,,,809.1,809.1,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1435,RDGBK,RDGBK,12-06-009-07W2,,5/8/2017,80.9,80.9,,0.19,,,809.5,809.5,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1436,RDGBK,RDGBK,02-26-009-09W2,,5/8/2017,82.1,82.1,,0.26,,,810.5,810.5,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1437,CRESC,CRESC,04-08-008-08W2,,5/8/2017,84.7,84.7,,0.63,,,823.2,823.2,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1438,CRESC,CRESC,13-30-007-10W2,,5/8/2017,82.8,82.8,,0.75,,,821.9,821.9,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1439,CRESC,CRESC,09-13-007-11W2,,5/8/2017,84.4,84.4,,0.76,,,824.4,824.4,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1440,TORCO,TORCO,03-15-004-06W2,,5/8/2017,80.4,80.4,,1.32,,,851.4,851.4,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1441,CRESC,CRESC,14-13-001-05W2,,5/8/2017,73.7,73.7,,0.53,,,823.8,823.8,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1442,FEDER,FEDER,05-31-002-01W2,,5/8/2017,77.6,77.6,,0.73,,,819.2,819.2,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1443,SPAEN,SPAEN,03-03-002-32W1,,5/8/2017,89.3,89.3,,1.79,,,823.8,823.8,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1444,CANAT,CANAT,14-09-002-29W1,,5/8/2017,84.6,84.6,,0.77,,,833.5,833.5,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1445,TORCO,TORCO,04-17-004-31W1,,5/8/2017,69.6,69.6,,1.61,,,863,863,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1446,CRESC,CRESC,11-15-007-09W2,,5/8/2017,84.8,84.8,,0.68,,,,826.5,10.51666667,13.45238095,11,9.1,12.3,8.5,11.7,10.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1447,CRESC,CRESC,07-07-006-15W2,,5/9/2017,69.7,69.7,,2.75,,,,865,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1448,CRESC,CRESC,01-21-001-14W2,,5/9/2017,70.9,70.9,,0.24,,,,810.9,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1449,CRESC,CRESC,14-27-001-13W2,,5/9/2017,69.5,69.5,,0.64,,,,822.7,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1450,TORCO,TORCO,11-30-005-03W2,,5/9/2017,62.4,62.4,,1.45,,,,854.2,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1451,APACH,APACH,07-12-006-11W2,,5/9/2017,44.1,44.1,,2.07,,,,876.5,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1452,SPAEN,SPAEN,01-28-002-14W2,,5/9/2017,86.2,86.2,,1.51,,,,836.4,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1453,NALRE,NALRE,11-02-005-12W2,,5/9/2017,79.5,79.5,,1.78,,,,851.1,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1454,SPAEN,SPAEN,11-12-006-15W2,,5/9/2017,72.2,72.2,,2.4,,,,870.9,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1455,CENOV,CENOV,05-16-006-13W2,,5/9/2017,59.2,59.2,,2.25,,,,868.7,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1456,NALRE,NALRE,04-05-002-15W2,,5/9/2017,69.2,69.2,,1.96,,,,865.5,10.98333333,13.68571429,11.1,10.1,11.3,10,12.6,10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1457,SPAEN,SPAEN,01-01-006-06W2,,5/10/2017,51.4,51.4,,1.21,,,,850.3,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1458,SPAEN,SPAEN,16-18-011-04W2,,5/10/2017,82.3,82.3,,1.58,,,,828,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1459,SPAEN,SPAEN,14-18-001-04W2,,5/10/2017,63,63,,0.64,,,,828.6,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1460,SPAEN,SPAEN,11-28-006-05W2,,5/10/2017,71.6,71.6,,1.43,,,,853.6,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1461,HUMMI,HUMMI,01-29-004-07W2,,5/10/2017,51.4,51.4,,2.08,,,,884,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1462,RIFER,RIFER,14-35-006-05W2,,5/10/2017,60.8,60.8,,1.81,,,,855,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1463,MIDAL,MIDAL,07-35-004-04W2,,5/10/2017,67.9,67.9,,1.54,,,,851.4,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1464,RDGBK,RDGBK,12-22-007-11W2,,5/10/2017,74.9,74.9,,0.8,,,,821.4,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1465,CANAT,CANAT,03-29-003-04W2,,5/10/2017,58.9,58.9,,0.87,,,,832.7,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1466,ENERM,ENERM,08-31-004-18W2,,5/10/2017,79.1,79.1,,1.77,,,,856.7,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1467,CANAT,CANAT,05-24-005-04W2,,5/10/2017,59.6,59.6,,1.63,,,,852.2,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1468,ENERM,ENERM,05-31-003-16W2,,5/10/2017,68.7,68.7,,2.75,,,,884.4,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1469,TORCO,TORCO,01-11-005-04W2,,5/10/2017,72.2,72.2,,1.59,,,,853.5,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1470,TORCO,TORCO,09-10-005-04W2,,5/10/2017,49.9,49.9,,1.21,,,,852.4,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1471,TORCO,TORCO,11-02-005-04W2,,5/10/2017,65.1,65.1,,1.43,,,,851.8,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1472,TORCO,TORCO,05-07-005-03W2,,5/10/2017,70.7,70.7,,1.22,,,,847.2,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1473,TORCO,TORCO,09-27-006-05W2,,5/10/2017,52.1,52.1,,2.24,,,,868.5,8.983333333,13.60714286,9.9,9.4,8.8,9,9,7.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1474,SECUR ,SECUR ,08-28-005-33W1,SALES,5/15/2017,92.9,92.9,,1.09,,,,824.2,11.18333333,11.96190476,11.8,10.4,11,10.4,12,11.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1475,SECUR ,SECUR ,08-28-005-33W1,REV,5/15/2017,77,77,,1.09,,,,824.2,11.18333333,11.96190476,11.8,10.4,11,10.4,12,11.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1476,SPAEN,SPAEN,13-03-006-34W1,,5/15/2017,80.7,80.7,,1.19,,,,848.6,11.18333333,11.96190476,11.8,10.4,11,10.4,12,11.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1477,CRESC,CRESC,13-13-007-02W2,,5/15/2017,67.3,67.3,,1.28,,,,847.4,11.18333333,11.96190476,11.8,10.4,11,10.4,12,11.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1478,RDGBK,RDGBK,03-33-008-06W2,,5/15/2017,76.4,76.4,,0.35,,,,809,11.18333333,11.96190476,11.8,10.4,11,10.4,12,11.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1479,RDGBK,RDGBK,12-06-009-07W2,,5/15/2017,76.7,76.7,,0.19,,,,810.1,11.18333333,11.96190476,11.8,10.4,11,10.4,12,11.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1480,SPAEN,SPAEN,09-08-004-03W2,,5/16/2017,89.8,89.8,,1.06,,,,829.4,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1481,RDGBK,RDGBK,02-26-009-09W2,,5/16/2017,82.9,82.9,,0.26,,,,811.8,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1482,CRESC,CRESC,04-08-008-08W2,,5/16/2017,83.3,83.3,,0.63,,,,822.8,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1483,CRESC,CRESC,02-13-006-06W2,,5/16/2017,87.5,87.5,,1.43,,,,845,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1484,TORCO,TORCO,03-15-004-06W2,,5/16/2017,88.9,88.9,,1.32,,,,850.4,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1485,CRESC,CRESC,14-13-001-05W2,,5/16/2017,81.3,81.3,,0.53,,,,824.7,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1486,FEDER,FEDER,05-31-002-01W2,,5/16/2017,81.4,81.4,,0.73,,,,821.8,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1487,SPAEN,SPAEN,03-03-002-32W1,,5/16/2017,90.6,90.6,,1.79,,,,824.4,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1488,CANAT,CANAT,14-09-002-29W1,,5/16/2017,82.5,82.5,,0.77,,,,837.8,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1489,TORCO,TORCO,04-17-004-31W1,,5/16/2017,70.8,70.8,,1.61,,,,859.3,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1490,RDGBK,RDGBK,12-22-007-11W2,,5/16/2017,72.9,72.9,,0.8,,,,821.4,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1491,APACH,APACH,07-12-006-11W2,,5/16/2017,44.4,44.4,,2.07,,,,876.5,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1492,CRESC,CRESC,05-14-003-01W2,,5/16/2017,74.4,74.4,,0.94,,,,834.5,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1493,CRESC,CRESC,11-15-007-09W2,,5/16/2017,81.5,81.5,,0.68,,,,826.5,11.61666667,12.05238095,13.1,9.9,11.8,9.3,13.1,12.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1494,CENOV,CENOV,05-16-006-13W2,,5/17/2017,53.4,53.4,,2.25,,,,868.7,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1495,CRESC,CRESC,07-07-006-15W2,,5/17/2017,70.8,70.8,,2.75,,,,865,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1496,CRESC,CRESC,14-27-001-13W2,,5/17/2017,72.3,72.3,,0.64,,,,822.7,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1497,SPAEN,SPAEN,01-28-002-14W2,,5/17/2017,85.4,85.4,,1.51,,,,836.4,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1498,NALRE,NALRE,11-02-005-12W2,,5/17/2017,74.5,74.5,,1.78,,,,851.1,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1499,SPAEN,SPAEN,11-12-006-15W2,,5/17/2017,68.6,68.6,,2.4,,,,870.9,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1500,NALRE,NALRE,04-05-002-15W2,,5/17/2017,67,67,,1.96,,,,865.5,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1501,SPAEN,SPAEN,16-18-011-04W2,,5/17/2017,78.4,78.4,,1.58,,,,828,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1502,ENERM,ENERM,08-31-004-18W2,,5/17/2017,77.5,77.5,,1.77,,,,856.7,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1503,ENERM,ENERM,05-31-003-16W2,,5/17/2017,63.2,63.2,,2.75,,,,884.4,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1504,CRESC,CRESC,01-21-001-14W2,,5/17/2017,77.7,77.7,,0.24,,,,810.9,7.066666667,11.77857143,7,6.4,8,5.9,7.3,7.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1505,NALRE,NALRE,05-13-009-06W2,,5/19/2017,76.2,76.2,,1.57,,,,847.9,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1506,TORCO,TORCO,11-30-005-03W2,,5/19/2017,66.6,66.6,,1.45,,,,854.2,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1507,CRESC,CRESC,01-04-007-09W2,,5/19/2017,69.2,69.2,,0.23,,,,815,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1,1
1508,SPAEN,SPAEN,07-25-003-13W2,,5/19/2017,44.9,44.9,,2.53,,,,890.2,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1509,CRESC,CRESC,09-28-001-15W2,,5/19/2017,54.3,54.3,,1.25,,,,863.9,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1510,CRESC,CRESC,11-26-002-19W2,,5/19/2017,51.8,51.8,,1.87,,,,872.9,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1511,ENERM,ENERM,04-24-005-15W2,,5/19/2017,59.7,59.7,,2.78,,,,891.1,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1512,ALDON,ALDON,06-17-006-14W2,,5/19/2017,72.1,72.1,,2,,,,866.4,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1513,VALLE,VALLE,01-22-006-14W2,,5/19/2017,79.6,79.6,,2.24,,,,863.8,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1514,CRESC,CRESC,01-22-010-07W2,,5/19/2017,50.1,50.1,,2.13,,,,888.4,7.8,10.07857143,8.5,7.8,6.3,8,7.7,8.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1,1
1515,SPAEN,SPAEN,09-08-004-03W2,,5/22/2017,86.2,86.2,,1.06,,,,829.4,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1516,SECUR ,SECUR ,08-28-005-33W1,SALES,5/22/2017,87.1,87.1,,1.09,,,,824.2,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1517,SECUR ,SECUR ,08-28-005-33W1,REV,5/22/2017,74.7,74.7,,1.09,,,,824.2,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1518,CRESC,CRESC,13-13-007-02W2,,5/22/2017,66.5,66.5,,1.28,,,,847.4,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1519,CRESC,CRESC,02-13-006-06W2,,5/22/2017,75.6,75.6,,1.43,,,,845,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1520,CRESC,CRESC,14-13-001-05W2,,5/22/2017,69.9,69.9,,0.53,,,,824.7,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1521,CRESC,CRESC,05-14-003-01W2,,5/22/2017,74,74,,0.94,,,,834.5,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1522,CRESC,CRESC,14-33-003-01W2,,5/22/2017,66.9,66.9,,0.96,,,,833.2,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1523,SPAEN,SPAEN,13-03-006-34W1,,5/22/2017,74,74,,1.19,,,,848.6,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1524,SPAEN,SPAEN,03-03-002-32W1,,5/22/2017,95.6,95.6,,1.79,,,,824.4,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1525,TORCO,TORCO,11-30-005-03W2,,5/22/2017,69.5,69.5,,1.45,,,,854.2,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1526,TORCO,TORCO,03-15-004-06W2,,5/22/2017,60.8,60.8,,1.32,,,,850.4,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1527,TORCO,TORCO,14-33-003-01W2,,5/22/2017,79.6,79.6,,0.96,,,,833.2,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1528,FEDER,FEDER,05-31-002-01W2,,5/22/2017,79.2,79.2,,0.73,,,,821.8,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1529,CANAT,CANAT,10-09-004-33W1,,5/22/2017,45,45,,0.68,,,,838,12.63333333,9.688095238,12.9,13.1,12,12.4,12.6,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1,1
1530,CRESC,CRESC,04-08-008-08W2,,5/23/2017,81.3,81.3,,0.63,,,,822.8,12,9.742857143,12,12.6,11.3,12.5,11.3,12.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
1531,CRESC,CRESC,09-13-007-11W2,,5/23/2017,85,85,,0.76,,,,822.4,12,9.742857143,12,12.6,11.3,12.5,11.3,12.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,1,1
