ID,Producer,Battery,Battery.1,SDate,VP,Sulf,S.Temp,A.Temp,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_SW,Heavy_Sour,Crude_Breakdown,Crude_Num,VolumeM3,mth,Net Sulf,Net Dens,Net VP,SS_VP,SS_Dens,SS_Sulf,VP_95_Spec
237,CRESC,13-30-007-10W2,,3/27/2017,87.1,0.569,18.2,4,816.2,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,10867.9,3,5047246.209,8870379.98,946594.09,31.43162848,5.14868849,0.012747132,0
238,CRESC,11-15-007-09W2,,3/27/2017,89.6,0.98,5.8,4,827.4,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,6514.04,3,5281922.362,5389716.696,583657.984,57.74651692,260.2757707,0.118750216,0
239,CRESC,13-13-007-02W2,,3/27/2017,70.7,1.303,34.3,4,845.5,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4661.34,3,5135335.35,3941162.97,329556.738,127.7100492,3.868835198,0.000466626,0
240,SECUR ,08-28-005-33W1, REV,3/27/2017,79.6,0.989,4.3,4,845.8,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,106074.85,3,88731208.94,89718108.13,8443558.06,5.764258851,5.138996488,0.112628388,0
241,SECUR ,08-28-005-33W1, SALES,3/27/2017,96.8,1.182,9.7,4,833.4,1.466666667,-0.129047619,0.7,3,1.3,3.3,-0.3,0.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,106074.85,3,104492085.9,88402779.99,10268045.48,219.0137427,102.6789965,0.020335197,0
242,CRESC,14-13-001-05W2,,3/28/2017,80.1,0.575,3.9,12,823.2,1.64,1.507619048,2,2.1,0,1.8,1,1.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20568.14,3,9735723.388,16931692.85,1647508.014,158.921113,22.38167818,0.011428293,0
243,CRESC,05-14-003-01W2,,3/28/2017,79.9,0.807,19.1,12,824.8,1.64,1.507619048,2,2.1,0,1.8,1,1.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,2628.26,3,1749405.6,2167788.848,209997.974,164.0036697,40.08064725,0.01564921,0
244,TORCO,11-25-005-06W2,,3/28/2017,67.6,1.115,27.8,12,843.7,1.64,1.507619048,2,2.1,0,1.8,1,1.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1152.33,3,1084026.215,972220.821,77897.508,207.3855492,0.027867456,0.043932802,0
245,CRESC,01-21-001-14W2,,3/29/2017,91.5,0.22,14.2,16,843.7,6.766666667,2.971428571,6.7,7.9,5.5,8.8,4.7,7,Crude,0,0,0,0,0,1,0,0,0,Medium_SW,4,19019.34,3,3530255.775,16046617.16,1740269.61,353.44,138.4544444,0.000385717,0
246,CRESC,14-27-001-13W2,,3/29/2017,74.6,0.482,27.9,16,819.9,6.766666667,2.971428571,6.7,7.9,5.5,8.8,4.7,7,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,21566.57,3,8522931.618,17682430.74,1608866.122,317.3410115,100.1356392,0.028535799,0
247,VENTU,16-36-004-06W2,,3/29/2017,60.1,1.048,29.1,16,843.9,6.766666667,2.971428571,6.7,7.9,5.5,8.8,4.7,7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,135.165,3,119540.8992,114065.7435,8123.4165,479.6488556,0.134641649,0.076508408,0
248,CRESC,07-07-006-15W2,,3/29/2017,73.3,2.519,19,16,866.2,6.766666667,2.971428571,6.7,7.9,5.5,8.8,4.7,7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,6292.73,3,13730471.31,5450762.726,461257.109,75.70543627,513.7899642,1.4265877,0
249,ENERM,05-31-003-16W2,,3/29/2017,67.6,2.777,35.4,16,887.3,6.766666667,2.971428571,6.7,7.9,5.5,8.8,4.7,7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,5368.51,3,13228180.97,4763478.923,362911.276,8.952064,99.281296,0.023047369,0
250,CRESC,06-01-007-01W2,,3/30/2017,75.7,1.059,26.2,14,843.4,8.266666667,4.018095238,9,10.2,5,10.2,5.9,9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,2331.41,3,2082323.554,1966311.194,176487.737,39.70117821,0.017706165,0.070544174,0
251,CRESC,08-33-005-03W2,,3/30/2017,75.5,1.067,21.1,14,841.1,8.266666667,4.018095238,9,10.2,5,10.2,5.9,9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1421.02,3,1275299.657,1195219.922,107287.01,42.26153305,5.91980294,0.066358549,0
252,CRESC,04-33-006-01W2,,3/30/2017,59,1.157,18.5,14,846.6,8.266666667,4.018095238,9,10.2,5,10.2,5.9,9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,940.253,3,920993.0456,796018.1898,55474.927,529.0408072,9.406093262,0.028090274,0
253,CRESC,09-13-007-11W2,,4/3/2017,87.1,0.345,19.7,8,810.8,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,21198.93,4,5929891.893,17188092.44,1846426.803,28.23931655,0.822249354,0.001019233,0
254,CRESC,04-08-008-08W2,,4/3/2017,91.5,0.373,9.1,8,813.3,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,140792.68,4,42710994.12,114506686.6,12882530.22,0.835519937,11.60614766,0.003591056,0
255,CRESC,13-30-007-10W2,,4/3/2017,83.8,0.533,20.2,8,818.3,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,13068.54,4,5699894.688,10693986.28,1095143.652,79.32381405,0.028585397,0.022172162,0
256,CRESC,11-15-007-09W2,,4/3/2017,92,0.731,7.4,8,819.9,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6439.65,4,3859584.265,5279869.035,592447.8,0.498989308,2.047554469,0.002410496,0
257,CRESC,13-13-007-02W2,,4/3/2017,67.1,1.25,35.3,8,844.5,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4080.25,4,4307213.906,3445771.125,273784.775,222.0364363,0.93496423,0.005565389,0
258,SECUR ,08-28-005-33W1, REV,4/3/2017,75,1.092,9.7,8,842.8,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,111869.04,4,102957283.8,94283226.91,8390178,49.01242014,0.537383585,0.054103473,0
259,SECUR ,08-28-005-33W1, SALES,4/3/2017,89.5,1.208,13.2,8,838.1,5.04,5.404285714,5,4.9,0,4.8,5.5,5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,111869.04,4,113258990.4,93757442.42,10012279.08,56.23669434,29.51819004,0.013595917,0
260,CRESC,14-13-001-05W2,,4/4/2017,80.6,0.521,6.5,6,820.9,5.166666667,5.908095238,5.2,4.1,6.5,4.4,6,4.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,19345.2,4,8273727.308,15880474.68,1559223.12,146.5647213,5.909410139,0.025889838,0
261,CRESC,05-14-003-01W2,,4/4/2017,66.2,0.717,28.4,6,829.4,5.166666667,5.908095238,5.2,4.1,6.5,4.4,6,4.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,3029.38,4,1801511.093,2512567.772,200544.956,249.668033,199.7435126,0.369179622,0
262,CRESC,14-27-001-13W2,,4/5/2017,74.4,0.465,19.4,9,819.9,3.266666667,5.408095238,3.2,3.4,3.5,3,3.7,2.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,23117.69,4,8813700.224,18954194.03,1719956.136,324.5066386,100.1356392,0.023081334,0
263,CRESC,07-07-006-15W2,,4/5/2017,69.1,2.543,19.5,9,870.8,3.266666667,5.408095238,3.2,3.4,3.5,3,3.7,2.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,6716.37,4,14873027.93,5848614.996,464101.167,20.178064,42.719296,0.006754604,0
264,CRESC,16-24-004-01W2,,4/6/2017,78.9,0.581,13.7,12,824.5,6.38,5.138571429,6.5,7.6,0,7.7,5.3,4.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,112.955,4,54109.34195,93131.3975,8912.1495,190.6164532,36.37209055,0.010181455,0
265,CRESC,02-08-004-33W1,,4/6/2017,65.6,0.642,26.2,12,829.6,6.38,5.138571429,6.5,7.6,0,7.7,5.3,4.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,420.668,4,224049.1229,348986.1728,27595.8208,268.9890976,194.1302868,0.465944852,0
266,CRESC,08-36-003-34W1,,4/6/2017,63.1,1.136,24.9,12,847.5,6.38,5.138571429,6.5,7.6,0,7.7,5.3,4.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,3547.72,4,3415602.907,3006692.7,223861.132,357.243533,15.73657713,0.035570538,0
267,CRESC,07-25-009-08W2,,4/6/2017,53.2,3.69,26.1,9,881.1,6.38,5.138571429,6.5,7.6,0,7.7,5.3,4.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,317.094,4,1030954.721,279391.5234,16869.4008,130.142464,14.167696,1.133828003,0
268,CRESC,08-22-004-09W2,,4/9/2017,47.9,2.05,32.5,8,885.2,0.6,6.421904762,2.3,0.6,0,-1,1.9,-0.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,797.853,4,1447831.925,706259.4756,38217.1587,279.157264,61.842496,0.330839395,0
269,CRESC,13-15-005-08W2,,4/9/2017,40.3,2.114,31.3,8,882.3,0.6,6.421904762,2.3,0.6,0,-1,1.9,-0.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,543.571,4,1013858.954,479592.6933,21905.9113,590.878864,24.641296,0.261311536,0
270,CRESC,01-17-005-08W2,,4/9/2017,49.1,2.264,31.4,8,887.7,0.6,6.421904762,2.3,0.6,0,-1,1.9,-0.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1712.01,4,3440716.891,1519751.277,84059.691,240.498064,107.412496,0.130455616,0
271,CRESC,01-04-007-09W2,,4/10/2017,67.5,0.304,13.4,6,816.2,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,498.884,4,123785.4927,407189.1208,33674.67,620.7107742,39.77546969,8.23E-05,0
272,CRESC,04-08-008-08W2,,4/10/2017,90.6,0.415,8.2,6,812.7,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,140792.68,4,47485217.58,114422211,12755816.81,3.290841971,7.878012065,0.010388792,0
273,CRESC,09-13-007-11W2,,4/10/2017,91.2,0.516,21.1,6,814.9,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21198.93,4,8913904.157,17275008.06,1933342.416,2.269216112,12.73827612,0.02752387,0
274,CRESC,11-15-007-09W2,,4/10/2017,89.9,0.791,7.1,6,819.7,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6439.65,4,4175357.654,5278581.105,578924.535,7.875834669,1.515183335,0.011902113,0
275,CRESC,13-13-007-02W2,,4/10/2017,68.2,1.278,34.2,6,845.7,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4080.25,4,4409952.969,3450667.425,278273.05,190.4644847,4.695609391,0.002171703,0
276,SECUR ,08-28-005-33W1, REV,4/10/2017,69.2,1.332,11.4,6,852.2,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,111869.04,4,126985948.1,95334795.89,7741337.568,163.8627105,75.11577068,5.47E-05,0
277,SECUR ,08-28-005-33W1, SALES,4/10/2017,93,1.042,10.7,6,832.5,-0.3,5.659047619,0.8,0.3,-0.3,-0.7,-0.6,-1.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,111869.04,4,97042476.78,93130975.8,10403820.72,120.9804847,121.7285126,0.079863626,0
278,CRESC,14-13-001-05W2,,4/11/2017,83.9,0.557,6.4,8,822.4,5.283333333,5.675714286,6.1,5.5,4.5,5.5,5.1,5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,19345.2,4,8861587.311,15909492.48,1623062.28,77.5525357,15.45219364,0.015600808,0
279,CRESC,05-14-003-01W2,,4/11/2017,69,0.925,22.5,8,835.4,5.283333333,5.675714286,6.1,5.5,4.5,5.5,5.1,5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,3029.38,4,2340938.248,2530744.052,209027.22,169.0230653,66.14673842,0.159681385,0
280,CRESC,05-20-004-04W2,,4/11/2017,92.3,1.439,11.6,8,804.5,5.283333333,5.675714286,6.1,5.5,4.5,5.5,5.1,5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,4145.75,4,4799433.204,3335255.875,382652.725,0.165154257,195.1349771,0.573195571,0
281,CRESC,01-21-001-14W2,,4/12/2017,80.9,0.171,9.3,15,808.2,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,19811.16,4,2737945.897,16011379.51,1602722.844,132.5737572,2.866995116,0.020185185,0
282,CRESC,14-27-001-13W2,,4/12/2017,75,0.545,20.1,15,824.1,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,23117.69,4,10382952.14,19051288.33,1733826.75,313.5163089,31.70734828,0.018742485,0
283,CRESC,07-07-006-15W2,,4/12/2017,73.3,2.661,18.2,15,868.2,6.016666667,6.068571429,6.2,5.4,6,5.7,6.8,6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,6716.37,4,15516696.63,5831152.434,492309.921,75.70543627,608.4577062,1.785960865,0
284,CRESC,12-12-005-34W1,,4/14/2017,85.7,0.634,13.5,12,822.3,11.86666667,6.447619048,12.5,9,14.3,7.6,15,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,158.818,4,82797.89025,130596.0414,13610.7026,49.08952539,14.67600808,0.002294716,0
285,CRESC,13-30-007-10W2,,4/14/2017,82,0.766,19.5,12,824.1,11.86666667,6.447619048,12.5,9,14.3,7.6,15,12.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,13068.54,4,8249654.402,10769783.81,1071620.28,114.6268244,31.70734828,0.007072272,0
286,CRESC,11-16-005-04W2,,4/14/2017,61.2,1.352,29.9,12,850.6,11.86666667,6.447619048,12.5,9,14.3,7.6,15,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,3019.73,4,3472723.321,2568582.338,184807.476,432.676904,49.94157713,0.000750676,0
287,CRESC,08-14-004-07W2,,4/14/2017,53.4,1.522,34.6,12,866.4,11.86666667,6.447619048,12.5,9,14.3,7.6,15,12.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,909.478,4,1199292.987,787971.7392,48566.1252,818.0107427,522.8967384,0.038966155,0
288,SECUR ,08-28-005-33W1, REV,4/18/2017,74.7,1.218,8.9,7,842.6,5.35,5.238095238,5.7,5.8,4.3,5.5,5,5.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,111869.04,4,114809719.1,94260853.1,8356617.288,53.3029524,0.870609391,0.011363887,0
289,SECUR ,08-28-005-33W1, SALES,4/18/2017,99.6,0.958,11.8,7,823.4,5.35,5.238095238,5.7,5.8,4.3,5.5,5,5.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,111869.04,4,88244222.9,92112967.54,11142156.38,47.52183467,24.31404931,0.076229445,0
290,CRESC,01-21-001-14W2,,4/19/2017,85.3,0.358,15.3,8,808.8,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,19811.16,4,5736329.302,16023266.21,1689891.948,50.60996061,1.19513071,0.002018294,0
291,CRESC,04-08-008-08W2,,4/19/2017,89.9,0.387,10,8,814.1,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,140792.68,4,44357677.14,114619320.8,12657261.93,6.320536886,17.69699512,0.005464968,0
292,CRESC,09-13-007-11W2,,4/19/2017,88.7,0.495,19.2,8,814.5,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,21198.93,4,8546931.6,17266528.49,1880345.091,13.7942996,21.22241885,0.03309686,0
293,CRESC,11-15-007-09W2,,4/19/2017,92.1,0.597,10.2,8,813.4,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6439.65,4,3127092.752,5238011.31,593091.765,0.367710958,25.69549261,0.007208553,0
294,CRESC,13-30-007-10W2,,4/19/2017,85,0.744,19.9,8,824,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,13068.54,4,8011746.858,10768476.96,1110825.9,59.38847384,30.59116272,0.003856013,0
295,CRESC,13-13-007-02W2,,4/19/2017,67.3,1.192,34,8,843.5,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4080.25,4,4102495.523,3441690.875,274600.825,216.1160814,0.001093262,0.017583166,0
296,SPAEN,11-12-006-15W2,,4/19/2017,73.1,2.356,33.7,8,871.5,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,7160.77,4,14702879.65,6240611.055,523452.287,72.114064,34.058896,0.072461318,0
297,CRESC,07-07-006-15W2,,4/19/2017,68.6,2.507,20.2,8,869,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,6716.37,4,14632169.5,5836525.53,460742.982,179.583775,648.5648029,1.398066137,0
298,ENERM,04-24-005-15W2,,4/19/2017,62,2.768,25.9,8,893.9,6.75,5.342857143,6.7,8.2,6,7.2,5.4,7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1179.2,4,2917712.484,1054086.88,73110.4,6.801664,274.366096,0.020395724,0
299,CRESC,14-13-001-05W2,,4/20/2017,82,0.525,7.3,16,822.4,8.95,5.15,9.6,9.1,9.3,8.8,8.1,8.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,19345.2,4,8352483.552,15909492.48,1586306.4,114.6268244,15.45219364,0.024618613,0
300,CRESC,05-14-003-01W2,,4/20/2017,89.4,0.854,19.5,16,813.5,8.95,5.15,9.6,9.1,9.3,8.8,8.1,8.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,3029.38,4,2104598.138,2464400.63,270826.572,10.93222642,24.69167818,0.02961731,0
301,CRESC,05-20-004-04W2,,4/20/2017,69.1,1.817,7.9,16,844.7,8.95,5.15,9.6,9.1,9.3,8.8,8.1,8.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4145.75,4,6362979.6,3501915.025,286471.325,166.4328879,1.361738424,0.242456251,0
302,CRESC,07-24-006-15W2,,4/21/2017,78.6,2.177,29.5,15,869.9,9.32,4.786190476,9.9,9,0,9.1,9.1,9.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1635.16,4,3096620.714,1422425.684,128523.576,11.56603305,695.2152868,0.726583148,0
303,CRESC,09-34-005-15W2,,4/21/2017,70.8,2.223,33.8,15,876.9,9.32,4.786190476,9.9,9,0,9.1,9.1,9.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1109.46,4,2162724.409,972885.474,78549.768,38.340864,0.190096,0.1617539,0
304,CRESC,12-30-006-15W2,,4/21/2017,67.4,2.845,34.4,15,886.2,9.32,4.786190476,9.9,9,0,9.1,9.1,9.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,4754.59,4,11987457.74,4213517.658,320459.366,7.795264,78.570496,0.048318019,0
305,CRESC,09-13-007-11W2,,4/24/2017,87.9,0.546,16,-1,815.7,-1.616666667,4.973333333,-1.5,-1.5,-2.3,-1.3,-0.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21198.93,4,9441414.092,17291967.2,1863385.947,23.10140168,7.667760655,0.018469679,0
306,CRESC,04-08-008-08W2,,4/24/2017,90.6,0.622,8,-1,821.6,-1.616666667,4.973333333,-1.5,-1.5,-2.3,-1.3,-0.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,140792.68,4,71950015.38,115675265.9,12755816.81,4.436886215,9.802709108,0.003588393,0
307,CRESC,11-15-007-09W2,,4/24/2017,93.2,0.734,5.6,-1,820.5,-1.616666667,4.973333333,-1.5,-1.5,-2.3,-1.3,-0.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6439.65,4,3878259.894,5283732.825,600175.38,0.243649102,4.124667871,0.002714077,0
308,CRESC,13-30-007-10W2,,4/24/2017,89.5,0.752,17,-1,823.4,-1.616666667,4.973333333,-1.5,-1.5,-2.3,-1.3,-0.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,13068.54,4,8091998.149,10760635.84,1169634.33,10.28094807,24.31404931,0.004913562,0
309,LANSING,WATFORD CITY,317181,2/18/2017,106.7,0,5,3,657.8,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.74,2,0,24825.372,4026.858,12.39573391,0.076293136,0,0
310,TESORO,ROBINSON LAKE     ,317190,2/18/2017,107.8,0,7,3,662.7,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,C5+,0,1,0,0,0,0,0,0,0,C5,0,34.96,2,0,23167.992,3768.688,21.35140057,21.37941435,0,0
311,CENTENNIAL ,HIGHLAND BAKKEN ,317176,2/18/2017,107.7,0,11,3,656,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.23,2,0,25078.88,4117.371,20.43724906,4.310656772,0,0
312,CENTENNIAL ,HIGHLAND BAKKEN ,317332,2/19/2017,108.7,0,8,2,658,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.91,2,0,24944.78,4120.817,30.47876421,0.005808287,0,0
313,NGL ,TIOGA,317326,2/19/2017,93,0,7,3,663.5,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.69,2,0,22353.315,3133.17,103.6169763,29.41747495,0,0
314,LANSING,WATFORD CITY,317900,2/23/2017,110.5,0,1,-8,657.13,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,C5+,0,1,0,0,0,0,0,0,0,C5,0,40.97,2,0,26922.6161,4527.185,53.59349148,0.895317378,0,0
315,NGL ,BELFIELD,317887,2/23/2017,94.6,0,1,-8,672.3,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.84,2,0,22750.632,3201.264,73.60340057,202.3161416,0,0
316,CENTENNIAL ,HIGHLAND BAKKEN ,317891,2/23/2017,109.2,0,5.6,-8,656.7,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.31,2,0,25158.177,4183.452,36.24952179,1.893959803,0,0
317,NGL ,TIOGA,318117,2/25/2017,94.8,0,-1.8,-13,666.84,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.7,2,0,22472.508,3194.76,70.2117036,76.80397798,0,0
318,NGL ,ROBINSON LAKE     ,318309,2/26/2017,104.1,0,-2.3,-15,667,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,C5+,0,1,0,0,0,0,0,0,0,C5,0,35.06,2,0,23385.02,3649.746,0.847794513,79.63399011,0,0
319,LANSING,WATFORD CITY,319320,3/5/2017,107.2,0,6.9,4,657.4,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.52,3,0,25323.048,4129.344,16.16649148,0.457262833,0,0
320,CENTENNIAL ,HIGHLAND BAKKEN ,319340,3/5/2017,106.3,0,13.9,4,654.3,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,38.26,3,0,25033.518,4067.038,9.739127847,14.25977798,0,0
321,NGL ,TIOGA,319308,3/5/2017,94.3,0,12.7,4,659.1,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.22,3,0,21895.302,3132.646,78.84094603,1.048141621,0,0
322,LANSING,WATFORD CITY,320008,3/11/2017,104.1,0,,-17,660.9,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,C5+,0,1,0,0,0,0,0,0,0,C5,0,36.34,3,0,24017.106,3782.994,0.847794513,7.973777984,0,0
323,CENTENNIAL ,HIGHLAND BAKKEN ,320034,3/11/2017,119.5,0,6.65,-17,661.94,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.26,3,0,24663.8844,4452.57,266.3671278,14.92885677,0,0
324,NGL ,TIOGA,320005,3/11/2017,96.5,0,6.2,-17,666.59,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,C5+,0,1,0,0,0,0,0,0,0,C5,0,32.91,3,0,21937.4769,3175.815,44.61227936,72.48458404,0,0
325,TESORO,BELFIELD,320013,3/11/2017,96.7,0,12.17,-17,673.33,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,C5+,0,1,0,0,0,0,0,0,0,C5,0,42.58,3,0,28670.3914,4117.486,41.98058239,232.6780447,0,0
326,LANSING,WATFORD CITY,321043,3/18/2017,105.9,0,3.7,-4,666,-1.05,-6.973333333,-0.7,-0.3,-2.8,2.2,-4.7,0,C5+,0,1,0,0,0,0,0,0,0,C5,0,35.5,3,0,23643,3759.45,7.402521786,62.78641435,0,0
327,CENTENNIAL ,HIGHLAND BAKKEN ,321006,3/18/2017,109.3,0,7,-4,657.01,-1.05,-6.973333333,-0.7,-0.3,-2.8,2.2,-4.7,0,C5+,0,1,0,0,0,0,0,0,0,C5,0,37.87,3,0,24880.9687,4139.191,37.4636733,1.136808287,0,0
328,NGL ,TIOGA,321041,3/18/2017,93.73,0,9.1,-4,662.3,-1.05,-6.973333333,-0.7,-0.3,-2.8,2.2,-4.7,0,C5+,0,1,0,0,0,0,0,0,0,C5,0,33.43,3,0,22140.689,3133.3939,89.28818239,17.84038404,0,0
