ID,Producer,Battery,Battery.1,SDate,VP,Sulf,S.Temp,A.Temp,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_SW,Heavy_Sour,Crude_Breakdown,Crude_Num,VolumeM3,mth,Net Sulf,Net Dens,Net VP,SS_VP,SS_Dens,SS_Sulf,VP_95_Spec
35,APACH,07-12-006-11W2,,12/14/2016,44.3,2.11695,28.5,-25,873,-23.21666667,-22.70714286,-24.1,-24.3,-23,-20.8,-23.6,-23.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,21372.33,12,39498146.44,18658044.09,946794.219,412.414864,18.800896,0.258304238,0
36,RDGBK,12-22-007-11W2,,12/14/2016,83.2,2.18593,-2.5,-25,828,-23.21666667,-22.70714286,-24.1,-24.3,-23,-20.8,-23.6,-23.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,5268.48,12,9535685.587,4362301.44,438337.536,1.437871755,241.2760933,0.741886729,0
37,CRESC,12-30-006-15W2,,12/20/2016,72.9,0.025031,28,-6,892.7,-5.416666667,-18.3047619,-6,-5.2,-5.5,-3.8,-5.5,-6.5,Crude,0,0,0,0,0,1,0,0,0,Medium_SW,4,4638.45,12,103646.9709,4140744.315,338143.005,0.04,1386.321111,0.030740375,0
38,SPAEN,03-03-002-32W1,,12/29/2016,97.4,1.4284,1,-9,825.2,-8.94,-11.91047619,-9.9,-9.9,0,-7.5,-8.1,-9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4410.24,12,5198419.041,3639330.048,429557.376,237.1326782,336.1012546,0.010774122,0
39,SPAEN,09-08-004-03W2,,12/30/2016,87.8,1.1688,21,-11,839,-10.18,-12.00047619,-10,-9.7,0,-8.5,-12.4,-10.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,13705.84,12,13440264.68,11499199.76,1203372.752,33.62971046,20.54867391,0.024274117,0
40,CRESC,05-35-006-11W2,,1/21/2017,86.2,0.141,10,-4,809,-5.733333333,-5.754761905,-7,-7.4,-7.5,-5.8,-1.7,-5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,410.785,1,46857.83417,332325.065,35409.667,38.61463858,0.797842574,0.02960966,0
41,CRESC,13-30-007-10W2,,1/21/2017,103.6,0.503,7.5,-6,811.6,-5.733333333,-5.754761905,-7,-7.4,-7.5,-5.8,-1.7,-5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,11216.89,1,4579124.846,9103627.924,1162069.804,118.6707006,47.18415241,0.032006353,0
42,CRESC,09-13-007-11W2,,1/21/2017,102.5,0.542,16,-5,815,-5.733333333,-5.754761905,-7,-7.4,-7.5,-5.8,-1.7,-5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21030.91,1,9289983.874,17140191.65,2155668.275,95.9147625,12.03446169,0.019572904,0
43,CRESC,04-08-008-08W2,,1/21/2017,95.6,0.584,7,-6,821.8,-5.733333333,-5.754761905,-7,-7.4,-7.5,-5.8,-1.7,-5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,122139.87,1,58618734.38,100374545.2,11676571.57,8.37296869,11.09508024,0.009585036,0
44,CRESC,11-15-007-09W2,,1/21/2017,107.6,0.762,5.9,-6,819.3,-5.733333333,-5.754761905,-7,-7.4,-7.5,-5.8,-1.7,-5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6179.56,1,3857940.093,5062913.508,664920.656,221.8195666,0.690441067,0.006415498,0
45,CRESC,16-23-006-11W2,,1/21/2017,53.2,2.12,29.7,-4,878,-5.733333333,-5.754761905,-7,-7.4,-7.5,-5.8,-1.7,-5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,1326.07,1,2468293.655,1164289.46,70546.924,130.142464,0.440896,0.255213299,0
46,CRESC,14-13-001-05W2,,1/22/2017,83,0.501,3.6,-1,818,-3.583333333,-4.485714286,-2.9,-3.7,-4,-3.5,-2.1,-5.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,18973.99,1,7775882.634,15520723.82,1574841.17,94.21404085,0.220028696,0.032725966,0
47,CRESC,13-29-008-07W2,,1/24/2017,100.8,0.178,22.4,-8,801.4,-8.166666667,-4.473809524,-8,-8.9,-8,-8.9,-6.2,-9,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,12738.71,1,1817166.791,10208802.19,1284061.968,70.32385892,72.13479173,0.018245141,0
48,CRESC,09-13-007-11W2,,1/24/2017,103.8,0.538,17.1,-9,813.8,-8.166666667,-4.473809524,-8,-8.9,-8,-8.9,-6.2,-9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21030.91,1,9207845.552,17114954.56,2183008.458,123.0681439,21.80023488,0.02070813,0
49,CRESC,04-08-008-08W2,,1/24/2017,99.1,0.6178,6,-9,822.3,-8.166666667,-4.473809524,-8,-8.9,-8,-8.9,-6.2,-9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,122139.87,1,62049123.01,100435615.1,12104061.12,40.87822642,14.67600808,0.00410922,0
50,CRESC,11-15-007-09W2,,1/24/2017,108.6,0.632,2.9,-9,815,-8.166666667,-4.473809524,-8,-8.9,-8,-8.9,-6.2,-9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6179.56,1,3182967.765,5036341.4,671100.216,252.6067831,12.03446169,0.002490329,0
51,SECUR ,08-28-005-33W1, REV,1/26/2017,80.6,0.949,4.5,-10,848.7,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,105136.14,1,84678360.88,89229042.02,8473972.884,1.962484658,26.69722229,0.141076511,0
52,CRESC,14-27-001-13W2,,1/26/2017,86.1,0.473,16.5,-10,819,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,25785.92,1,9989130.191,21118668.48,2220167.712,39.86745214,82.93343579,0.025576141,0
53,CRESC,09-13-007-11W2,,1/26/2017,82.5,0.536,15.6,-10,816.9,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21030.91,1,9208560.603,17180150.38,1735050.075,104.1704326,2.461987459,0.021287743,0
54,CRESC,11-15-007-09W2,,1/26/2017,112.4,0.658,4,-10,816.7,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6179.56,1,3320825.097,5046846.652,694582.544,387.8382058,3.129616325,0.000571363,0
55,CRESC,04-08-008-08W2,,1/26/2017,101.5,0.698,5.1,-10,823.6,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,122139.87,1,70214889.06,100594396.9,12397196.81,77.32754601,26.32642045,0.000259107,0
56,CRESC,07-07-006-15W2,,1/26/2017,89.6,2.834,14.1,-10,857.2,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,5598.5,1,13600462.92,4799034.2,501625.6,57.74651692,186.7851255,2.278283734,0
57,SECUR ,08-28-005-33W1, SALES,1/26/2017,97.1,1.228,4,-10,838.8,-11.86666667,-7.50952381,-12.9,-12.1,-13.5,-11.3,-10.6,-10.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,105136.14,1,108295102.5,88188194.23,10208719.19,227.9832105,22.40189971,0.009331856,0
58,PMCL,01-07-006-10W2, SALES,1/27/2017,100,1.63,6,-8,822,-5.15,-7.411904762,-5.9,-4.1,-6.5,-2.4,-7.2,-4.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,50817.36,1,68088147.97,41771869.92,5081736,53.19672127,12.46745138,0.89888755,0
59,CRESC,13-29-008-07W2,,1/27/2017,99.4,0.149,21.9,-8,801,-5.15,-7.411904762,-5.9,-4.1,-6.5,-2.4,-7.2,-4.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,12738.71,1,1520352.3,10203706.71,1266227.774,48.80324875,79.089368,0.026920467,0
60,CRESC,04-08-008-08W2,,1/27/2017,99.7,0.686,5.7,-8,823.1,-5.15,-7.411904762,-5.9,-4.1,-6.5,-2.4,-7.2,-4.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,122139.87,1,68965862.32,100533327,12177345.04,48.91055632,21.44549261,1.68E-05,0
61,CRESC,14-13-001-05W2,,1/29/2017,91.3,0.558,4.5,2,812.2,-2.05,-6.545238095,-2,-0.6,-2.3,0.7,-5.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,18973.99,1,8599156.47,15410674.68,1732325.287,1.977937762,39.30126581,0.015352002,0
62,CRESC,11-15-007-09W2,,1/29/2017,109.6,0.675,6.3,-2,815.9,-2.05,-6.545238095,-2,-0.6,-2.3,0.7,-5.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6179.56,1,3403284.528,5041903.004,677279.776,285.3939996,6.600131789,4.77E-05,0
63,CRESC,04-08-008-08W2,,1/29/2017,92.8,0.838,8.1,-1,824.7,-2.05,-6.545238095,-2,-0.6,-2.3,0.7,-5.8,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,122139.87,1,84410693.16,100728750.8,11334579.94,0.008762504,38.82446169,0.024366212,0
64,CRESC,05-14-003-01W2,,1/29/2017,88.6,0.962,13.4,-2,825.2,-2.05,-6.545238095,-2,-0.6,-2.3,0.7,-5.8,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,3332.45,1,2645440.106,2749937.74,295255.07,43.54829111,336.1012546,0.131479871,0
65,CRESC,13-11-004-02W2,,1/29/2017,63.3,1.11,16,-2,841.7,-2.05,-6.545238095,-2,-0.6,-2.3,0.7,-5.8,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,768.941,1,718411.5801,647217.6397,48673.9653,349.7231782,3.36012552,0.046053818,0
66,CRESC,02-13-006-06W2,,1/29/2017,77.9,1.576,26.3,-1,858.6,-2.05,-6.545238095,-2,-0.6,-2.3,0.7,-5.8,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1887.29,1,2553793.258,1620427.194,147019.891,16.81727498,227.0125449,0.06320119,0
67,CRESC,13-29-008-07W2,,1/31/2017,104.4,0.195,1.1,-2,799.5,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,12738.71,1,1985996.736,10184598.65,1329921.324,143.6625708,108.019029,0.013941606,0
68,CRESC,13-30-007-10W2,,1/31/2017,91.8,0.61,10.9,-2,821.1,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,11216.89,1,5618214.911,9210188.379,1029710.502,0.821546009,6.921781273,0.00517007,0
69,CRESC,09-13-007-11W2,,1/31/2017,86.7,0.626,11.2,-2,823.2,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21030.91,1,10837715.84,17312645.11,1823379.897,36.07674189,22.38167818,0.003125167,0
70,CRESC,11-15-007-09W2,,1/31/2017,106.6,0.678,3.1,-2,818.2,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6179.56,1,3428046.643,5056115.992,658741.096,193.0323501,0.07239983,1.52E-05,0
71,CRESC,04-08-008-08W2,,1/31/2017,92.7,0.757,7.8,-2,825.7,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,122139.87,1,76344124.23,100850890.7,11322365.95,114.4710169,318.01819,0.322171499,0
72,SECUR ,08-28-005-33W1, REV,1/31/2017,75.3,1.14,4,-2,843,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,105136.14,1,101037933.3,88629766.02,7916751.342,44.90188788,0.284157778,0.034077726,0
73,SECUR ,08-28-005-33W1, SALES,1/31/2017,95.2,1.196,5.5,-2,836.9,-10.78333333,-5.954761905,-10.6,-11.6,-9.3,-11.2,-11,-11,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,105136.14,1,105234168.9,87988435.57,10008960.53,174.2165814,43.99754488,0.016538354,0
74,CRESC,12-12-005-34W1,,2/1/2017,108.5,0.399,-8.4,-14,821.8,-18.68,-7.044761905,-18,-17.2,-19.3,0,-19.4,-19.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,153.818,2,50436.64533,126407.6324,16689.253,258.7572149,141.7714019,0.007383178,0
75,CRESC,11-15-007-09W2,,2/1/2017,115.5,0.62,0.86,-14,820.8,-18.68,-7.044761905,-18,-17.2,-19.3,0,-19.4,-19.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,2576652.405,4155890.976,584801.91,519.5485769,5.433224572,0.003832006,0
76,CRESC,04-08-008-08W2,,2/1/2017,95.8,0.739,4.2,-14,825.1,-18.68,-7.044761905,-18,-17.2,-19.3,0,-19.4,-19.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,124428.83,2,75870342.22,102666227.6,11920281.91,190.4155169,339.7778675,0.342929155,0
77,CRESC,10-33-004-32W1,,2/1/2017,66.6,0.792,20.9,-14,842.6,-18.68,-7.044761905,-18,-17.2,-19.3,0,-19.4,-19.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,665.443,2,444076.1993,560702.2718,44318.5038,237.1873234,0.870609391,0.283664392,0
78,CRESC,02-13-006-06W2,,2/1/2017,87.2,1.576,11.2,-14,850.5,-18.68,-7.044761905,-18,-17.2,-19.3,0,-19.4,-19.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1437.39,2,1926660.307,1222500.195,125340.408,27.03077498,48.53819004,0.06320119,0
79,SECUR ,08-28-005-33W1, REV,2/4/2017,79,1.202,3.3,-12,839.5,-14.93333333,-11.37095238,-14.5,-15,-14.5,-14.2,-15.6,-15.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,97378091.2,81013387.03,7623654.05,9.005323368,16.26560939,0.015031136,0
80,CRESC,04-05-007-33W1,,2/4/2017,98.5,1.211,11.9,-15,840.1,-14.93333333,-11.37095238,-14.5,-15,-14.5,-14.2,-15.6,-15.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,2171.79,2,2209494.663,1824520.779,213921.315,272.2207266,11.78593197,0.012905308,0
81,SECUR ,08-28-005-33W1, SALES,2/4/2017,101.4,1.174,4.4,-12,837.8,-14.93333333,-11.37095238,-14.5,-15,-14.5,-14.2,-15.6,-15.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,94917117.78,80849333.71,9785297.73,376.3255814,32.86802875,0.022680822,0
82,CRESC,01-21-001-14W2,,2/5/2017,94.3,0.347,,-16,809.9,-19.46666667,-13.85904762,-19.3,-19,-21.8,-17.4,-20.8,-18.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,17200.88,2,4834054.471,13930992.71,1622042.984,3.556740276,4.60E-05,0.001150934,0
83,CRESC,14-27-001-13W2,,2/5/2017,85.2,0.561,20.6,-16,814.7,-19.46666667,-13.85904762,-19.3,-19,-21.8,-17.4,-20.8,-18.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20149.22,2,9209134.509,16415569.53,1716713.544,56.34591714,14.20590498,0.014617583,0
84,CRESC,07-07-006-15W2,,2/5/2017,81.4,2.546,15,-16,871.6,-19.46666667,-13.85904762,-19.3,-19,-21.8,-17.4,-20.8,-18.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,5073.82,2,11259281.49,4422341.512,413008.948,281.971264,32.901696,0.006270486,0
85,CRESC,13-30-007-10W2,,2/7/2017,88.1,0.529,12,-30,814.6,-24.13333333,-18.23761905,-24.4,-25.8,-22.3,-25.5,-24,-22.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,11683.09,2,5034516.865,9517045.114,1029280.229,21.21884498,14.96971942,0.023379387,0
86,CRESC,09-13-007-11W2,,2/7/2017,80.4,0.556,13.7,-30,815.7,-24.13333333,-18.23761905,-24.4,-25.8,-22.3,-25.5,-24,-22.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,16928.63,2,7677628.021,13808683.49,1361061.852,151.447278,7.667760655,0.015851615,0
87,CRESC,05-14-003-01W2,,2/7/2017,83.7,0.957,14,-30,825.8,-24.13333333,-18.23761905,-24.4,-25.8,-22.3,-25.5,-24,-22.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,2335.38,2,1845628.861,1928556.804,195471.306,2.886984658,314.4615771,0.135130887,0
88,SECUR ,08-28-005-33W1, REV,2/7/2017,75.4,1.376,5.6,-30,855.7,-24.13333333,-18.23761905,-24.4,-25.8,-22.3,-25.5,-24,-22.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,113625564.8,82576718.62,7276247.03,43.57171046,148.0343191,0.002641802,0
89,SECUR ,08-28-005-33W1, SALES,2/7/2017,93.9,1.256,4.5,-30,842.2,-24.13333333,-18.23761905,-24.4,-25.8,-22.3,-25.5,-24,-22.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,102080071.5,81273942.29,9061533.105,141.5888879,1.777061004,0.00470617,0
90,CRESC,07-24-006-15W2,,2/8/2017,91.2,2.254,12.1,-30,868.2,-25.95,-19.27619048,-26.2,-25.5,-26.5,-25.7,-25.5,-26.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1304.53,2,2552864.5,1132592.946,118973.136,84.62367821,608.4577062,0.863781512,0
91,CRESC,07-07-006-15W2,,2/8/2017,82.1,2.611,10.7,-30,866.1,-25.95,-19.27619048,-26.2,-25.5,-26.5,-25.7,-25.5,-26.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,5073.82,2,11473871.1,4394435.502,416560.622,0.009823368,509.2665771,1.654821018,0
92,CRESC,13-29-008-07W2,,2/10/2017,99.6,0.17,25.5,-6,818.2,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,8347.01,2,1161019.009,6829523.582,831362.196,51.63762163,69.00258834,0.020470334,0
93,CRESC,04-08-008-08W2,,2/10/2017,106.7,0.568,1.9,-25,818.2,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,124428.83,2,57826755.83,101807668.7,13276556.16,195.8210718,0.07239983,0.012973938,0
94,CRESC,09-20-008-08W2,,2/10/2017,92,0.57,9.6,-6,822.7,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,3171.69,2,1487329.137,2609349.363,291795.48,0.498989308,17.90075035,0.012522325,0
95,CRESC,11-15-007-09W2,,2/10/2017,107.6,0.656,4.3,-6,815.4,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,2708328.53,4128549.588,544802.472,221.8195666,9.419203954,0.000670976,0
96,CRESC,04-08-008-08W2,,2/10/2017,96.8,0.834,4.9,-6,826.9,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,124428.83,2,85810426.41,102890199.5,12044710.74,219.0137427,276.6588352,0.240689863,0
97,CRESC,13-13-007-02W2,,2/10/2017,75.5,1.243,30.5,-6,844,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4432.74,2,4650352.072,3741232.56,334671.87,42.26153305,0.218028746,0.00665881,0
98,CRESC,09-34-005-15W2,,2/10/2017,79.8,2.039,22.7,-6,877.9,-4.35,-17.46428571,-1.4,-1.5,-6.5,-2.1,-5.6,-9,Crude,0,0,0,0,0,0,1,0,0,Midale,5,885.899,2,1585792.963,777730.7321,70694.7402,230.796864,0.318096,0.343614496,0
99,CRESC,01-21-001-14W2,,2/11/2017,87.3,0.404,,-2,814.8,-5.283333333,-16.08571429,-5.3,-4.8,-6,-5.3,-3.5,-6.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,17200.88,2,5662171.918,14015277.02,1501636.824,26.15368943,24.07648664,0.008267433,0
100,CRESC,14-13-001-05W2,,2/11/2017,90.5,0.483,4.7,-2,809.1,-5.283333333,-16.08571429,-5.3,-4.8,-6,-5.3,-3.5,-6.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,20596.55,2,8049034.936,16664668.61,1863987.775,3.66365553,0.629198506,0.02887465,0
101,CRESC,14-27-001-13W2,,2/11/2017,85.4,0.557,20.3,-2,820.8,-5.283333333,-16.08571429,-5.3,-4.8,-6,-5.3,-3.5,-6.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20149.22,2,9211933.235,16538479.78,1720743.388,53.38336044,5.433224572,0.015600808,0
102,CRESC,11-15-007-09W2,,2/11/2017,101.5,0.891,2.1,-2,818.4,-5.283333333,-16.08571429,-5.3,-4.8,-6,-5.3,-3.5,-6.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,3692071.67,4143739.248,513916.83,77.32754601,0.004770964,0.043721473,0
103,CRESC,13-29-008-07W2,,2/14/2017,125.1,0.164,10.4,3,796.5,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,8347.01,2,1090336.528,6648393.465,1044210.951,1068.370164,179.378351,0.022223229,0
104,CRESC,09-13-007-11W2,,2/14/2017,82.8,0.533,19.9,3,817,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,16928.63,2,7371758.148,13830690.71,1401690.564,98.13659756,2.158173026,0.022172162,0
105,CRESC,13-30-007-10W2,,2/14/2017,85.4,0.637,9.8,3,818.7,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,11683.09,2,6092870.464,9564945.783,997735.886,53.38336044,0.053327665,0.002016297,0
106,CRESC,11-15-007-09W2,,2/14/2017,97.9,0.784,4.5,3,820.4,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,3256630.699,4153865.688,495689.238,26.97356663,3.728482304,0.010423757,0
107,CRESC,04-08-008-08W2,,2/14/2017,96.5,0.865,7.4,3,830.7,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,124428.83,2,89409020.16,103363029.1,12007382.1,210.224275,164.6875449,0.211233568,0
108,CRESC,13-13-007-02W2,,2/14/2017,79.4,1.227,29,3,842.6,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4432.74,2,4582877.79,3735026.724,351959.556,6.76461369,0.870609391,0.009526059,0
109,SECUR ,08-28-005-33W1, REV,2/14/2017,74,1.277,5.2,3,841,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,103638944.7,81158139.95,7141144.3,64.01419434,6.416415843,0.002265906,0
110,SECUR ,08-28-005-33W1, SALES,2/14/2017,97.2,1.133,8.2,3,847.2,-3.816666667,-9.088095238,-4.4,-4.1,-4.8,-2.2,-4.1,-3.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,92630060.16,81756452.04,9379989.54,231.013033,13.44641584,0.036711147,0
111,CRESC,04-08-008-08W2,,2/16/2017,96.5,0.681,8.7,5,823.5,2.816666667,-2.864285714,2.4,3.2,2.5,4.9,0.4,3.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,124428.83,2,69780123.36,102467141.5,12007382.1,14.39146353,25.31023488,8.16E-07,0
112,CRESC,11-15-007-09W2,,2/16/2017,107,0.854,7.4,5,821.4,2.816666667,-2.864285714,2.4,3.2,2.5,4.9,0.4,3.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,3551725.287,4158928.908,541764.54,204.3072367,8.590337974,0.02961731,0
113,CRESC,05-14-003-01W2,,2/16/2017,88.2,0.873,18,5,820.1,2.816666667,-2.864285714,2.4,3.2,2.5,4.9,0.4,3.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,2335.38,2,1672009.005,1915245.138,205980.516,20.30756663,2.659925603,0.036517989,0
114,SECUR ,08-28-005-33W1, REV,2/16/2017,73.9,1.089,7.5,5,840.3,2.816666667,-2.864285714,2.4,3.2,2.5,4.9,0.4,3.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,88307650.97,81090588.59,7131494.105,65.62437175,10.45270617,0.055508082,0
115,SECUR ,08-28-005-33W1, SALES,2/16/2017,96.1,1.179,6.2,5,837,2.816666667,-2.864285714,2.4,3.2,2.5,4.9,0.4,3.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,95230343.8,80772132.15,9273837.395,198.7849847,42.68093197,0.021199806,0
116,CRESC,06-03-001-16W2,,2/18/2017,55.7,0.416,21.2,2,818.9,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,2535.14,2,863626.8767,2076026.146,141207.298,1347.922774,81.12207986,0.010593643,0
117,CRESC,01-21-001-14W2,,2/18/2017,76.6,0.457,20.2,2,815.3,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,17200.88,2,6408912.001,14023877.46,1317587.408,250.0847403,29.2332663,0.020714528,0
118,CRESC,14-13-001-05W2,,2/18/2017,89.3,0.5,4.5,1,805.7,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,20596.55,2,8297320.168,16594640.34,1839271.915,9.697418242,17.58309681,0.034941114,0
119,CRESC,14-27-001-13W2,,2/18/2017,85.3,0.675,23.5,2,821.7,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20149.22,2,11175714.5,16556614.07,1718728.466,54.85463879,10.43889468,4.77E-05,0
120,CRESC,02-29-001-17W2,,2/18/2017,75.5,2.057,18.8,1,858.2,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,618.171,2,1091268.022,530514.3522,46671.9105,42.26153305,215.1189965,0.536407516,0
